"","October.2014","November.2014","December.2014","January.2015","February.2015","March.2015","totals"
"bgotd",0.00018267654820926,0.00195040450644538,0.0019919008395164,0.00069546189107784,4.04024732778042e-07,1.30753707957235e-06,0.000878189961992191
"reading",0.000777991183900515,0.000958352744755369,0.000809986025554272,0.000933151398155077,0.0011058156936135,0.000617593347251339,0.000873636730336023
"strong",0.00104775375881661,0.00135475960185498,0.000885911281513355,0.000694204274638278,0.00061896589061596,0.000439332458736309,0.000872294110745101
"history",0.000981078519619189,0.00080286429819728,0.000788992867224572,0.000870584980286862,0.00100682963408288,0.00079062408744808,0.000871535238802407
"cool",0.000972914204615423,0.0011114763480198,0.000765900393061901,0.000633209877319516,0.000875117571197238,0.000833772811073967,0.000869900745387372
"week",0.000990943733582073,0.000892728343356327,0.000762051647368123,0.000794499185693355,0.000814109836547754,0.000973243432895018,0.000868966749150209
"moment",0.000346303028076399,0.000898049240767061,0.000821182376663445,0.00146103589866127,0.000682397773662113,0.000919198566939361,0.000866748508086948
"fear",0.00112871654927062,0.000943276868758292,0.000586408889342963,0.000556495274506228,0.00081289776234942,0.0012386734600482,0.000864471892258864
"comes",0.000697028393446504,0.00109403562872906,0.000926148168311947,0.000558381699165572,0.000886026238982245,0.00105997672583998,0.000863829769845815
"evil",0.000705873068033917,0.000600078985766008,0.00089535820276172,0.000775949343209814,0.00149691163494264,0.000845540644790119,0.000862603899784539
"different",0.000989923194206602,0.000968994539576835,0.000632243951696142,0.000806446541869195,0.00083552314738499,0.000932273937735084,0.000862020152136312
"wish",0.000729345473669744,0.000798430217021669,0.00110354035619792,0.00104759449415523,0.000849259988299444,0.000575316315011833,0.000861202905428795
"patreon",0.000259897360953211,0.000639394505523092,0.00147162039891199,0.00144971735070521,0.000716739875948246,0.000535654356931472,0.000860852656839859
"starting",0.000710635585119447,0.000911351484293893,0.000630494521835334,0.000940697096792449,0.000843199617307773,0.00116719476636492,0.000859918660602696
"debate",0.000983119598370131,0.000575248131182587,0.00155069462862053,0.00064767246637448,0.00046422441796197,0.000958860525019722,0.000856766423302272
"night",0.0010491144779839,0.000948893371580732,0.000630144635863172,0.000878130678924235,0.000907439549819482,0.000672074058900187,0.000856708048537449
"writing",0.000693966775320092,0.000717434334213843,0.000984579125662946,0.000855807987122008,0.00106743334399959,0.000878664917472618,0.000855832427065109
"explain",0.000817792219543873,0.000700584825746522,0.000848473482492056,0.000922147254308908,0.000645631522979311,0.00127223357842389,0.000855131929887237
"disagree",0.00105421717486126,0.000983479204750497,0.000714467155154135,0.000644528425275575,0.000761990646019387,0.000954066222394623,0.000851862943057168
"im",0.00106136095048955,0.000927018571114385,0.000731961453762219,0.00092309046663858,0.000705831208163239,0.000677304207218476,0.000851395944938587
"ftc",6.02118231527727e-05,0.00135978489385401,0.00217594086087344,0.000859266432330803,0.000172114536163446,0.000185670265299273,0.000851162445879296
"giving",0.000807586825789166,0.000870262332066566,0.00105385654815096,0.000811162603517553,0.0008169380096772,0.000697353109105252,0.000848302082402985
"diverse",0.000702811449907505,0.000872331569948517,0.000701871260156315,0.000682885726682219,0.000513515435360891,0.00176299582895672,0.00084707621234171
"happen",0.000847728041224348,0.00084484026665973,0.000736509971400321,0.000926863315957266,0.00101773830186789,0.000671638213206996,0.000844274223630222
"question",0.000746014283469099,0.000831833628544605,0.000711668067376842,0.000776578151429596,0.000742597458846041,0.00133150859269784,0.000840830112505684
"reporting",0.00122736868889946,0.00106713553626369,0.000811035683470757,0.000596424596462325,0.000526848251542566,0.000700839874650779,0.000837386001381147
"critics",0.00129744572601511,0.00049100058884598,0.000527977931991964,0.00110261521338607,0.000438366835064175,0.00119596058211551,0.00083592663226058
"learn",0.000747715182428217,0.000922880095350482,0.00107240050467553,0.000987857713276028,0.000557958155966476,0.000613234890319431,0.000835634758436467
"fired",0.000514692025029068,0.00047060381543817,0.000741408375010584,0.000781294213077953,0.0012880308480964,0.00148797719655333,0.000835401259377176
"asking",0.000842965524138818,0.000771825729968004,0.000749805638342464,0.000762429966484522,0.00116116708200409,0.000749218746594956,0.000831840398722994
"banned",0.000190500683421202,0.000748177297031412,0.00139954388864669,0.00117304173400155,0.000764818819148833,0.000665100527809134,0.00083131502583959
"gems",1.49679108402373e-05,3.48814385814724e-05,3.63881411048139e-05,0.00366941036653231,0.000850472062497778,8.6297447251775e-05,0.000831256651074767
"research",0.000950462338355067,0.000676640787398223,0.000661984259329884,0.000953587665297961,0.000553513883905917,0.00121339440984314,0.000826703419418599
"came",0.000867458469150115,0.00117059743036128,0.000748755980425979,0.000576302733429331,0.000764818819148833,0.000767960111402159,0.000825302425062855
"reddit",0.000521835800657363,0.000292058146766904,0.000602853530034562,0.000835686124089014,0.000681589724196556,0.00241109837473141,0.000824368428825692
"law",0.000357528961206577,0.000253629443244943,0.000574862652261628,0.00073130395960536,0.00291948271905413,0.00043453815611121,0.000823142558764416
"doxxed",0.00191895420567678,0.000604513066941619,0.000522379756437377,0.00104570806949588,0.000270696570961288,0.000374391450450882,0.000819231449521298
"journalistic",0.00116171398907751,0.000370393580869364,0.000282707865506631,0.00246492822154171,0.000185447352345121,0.000109833114684077,0.000818822826167539
"place",0.000815751140792932,0.000894501975826572,0.000679478557937968,0.00094698517899026,0.000704619133964905,0.00082985019983525,0.000818764451402716
"intel",0.000432368515407763,0.00027107016253568,9.48190984558132e-05,0.00341788707861989,0.000173730635094558,0.000115499108695557,0.000818706076637894
"afraid",0.000749756261179158,0.000883860181005106,0.000735460313483836,0.000729731939055907,0.000947842023097286,0.000892176133961532,0.000817830455165554
"blame",0.000568440432137193,0.000609833964352352,0.000801588762222392,0.000866497726858286,0.00125894106733638,0.000897842127973012,0.000814736592629952
"winning",0.00115627111240833,0.000963673642166102,0.000804037964027523,0.00062346334991291,0.00050341481704144,0.000771011031254495,0.000814619843100307
"police",0.000857933434979055,0.00108694109884808,0.000696972856546052,0.000803931308990071,0.000448467453383626,0.000886510139950052,0.000810942232916479
"hi",0.000591232478189373,0.000708861777274329,0.000818383288886152,0.00121611509705655,0.000746233681441043,0.000739194295651568,0.000810591984327543
"bunch",0.000738870507840804,0.0006917166633953,0.000660234829469076,0.00119913727512246,0.000866229027076121,0.000646359163001931,0.000807906745145701
"fine",0.00114334428031903,0.000977567096516349,0.00058360980156567,0.00072533028151744,0.000566038650622036,0.000777984562345547,0.000807264622732651
"friend",0.000687163179483621,0.000944754895816829,0.000706069891822255,0.000718098986989958,0.000875925620662795,0.000908302424609591,0.000803820511608114
"join",0.000616745962576141,0.000955101085226587,0.00101641874912966,0.000723443856858097,0.000642803349849864,0.000836387885233112,0.000803236763959887
"toxic",0.00139949966356219,0.00068491773892603,0.000544772458655724,0.000864925706308833,0.000546241438715912,0.000727426461935416,0.000803236763959887
"hours",0.00133826730103394,0.000689943030925056,0.000690674909047142,0.000808332966528538,0.000532908622534237,0.000688200349548246,0.000800376400483577
"argument",0.000957946293775186,0.000725415680329943,0.00110144104036494,0.000696090699297621,0.00060240087657206,0.000674689133059332,0.00079804140989067
"home",0.000845346782681583,0.000524108394957208,0.00115077496243974,0.000804245713099962,0.000896934906767253,0.000585776611648412,0.000797924660361025
"continue",0.00101407595942608,0.000904848165236331,0.000660934601413399,0.00075519867195704,0.00061694576695207,0.000778420408038738,0.000796582040770103
"worth",0.000754518778264688,0.000687873793043104,0.00079074229708538,0.000996346624243072,0.000869057200205568,0.000642872397456405,0.000793896801588261
"posting",0.00066709257176603,0.000605104277765034,0.0010416105391253,0.00100766517219913,0.000762798695484943,0.000652025157013411,0.000792379057702871
"times",0.000907939864377121,0.000624614234937722,0.000784794235558631,0.000840087781627481,0.000828250702194986,0.000766216728629396,0.000788351198930107
"confirmed",0.000958626653358833,0.00147211495030282,0.000631194293779657,0.000535115795033673,0.000543817290319244,0.000366546227973448,0.00078753395222259
"mcintosh",0.00091168184208718,0.000454936728617678,0.00131067285171763,0.000950758028308946,0.00067674142740322,0.00035608593133687,0.000786950204574363
"audience",0.000557894858590662,0.00048538408602354,0.000708519093627387,0.000753941055517478,0.001365199572057,0.00102510907038472,0.000784323340157343
"lets",0.00058238780360196,0.00108014217437881,0.000771498568616488,0.000756141884286711,0.000761586621286609,0.000672509904593378,0.000782455347683018
"logic",0.000723562417208743,0.000947415344522195,0.000904805124010085,0.000710238884242695,0.00079431262464163,0.000490326404839631,0.000774516379667135
"fair",0.000975295463158188,0.000781876313966055,0.000489140589082018,0.000778464576088939,0.00075512222556216,0.000875178151927092,0.000774224505843022
"control",0.000792618914948929,0.000781580708554348,0.000740358717094099,0.000487326370330313,0.000896934906767253,0.00103731274979406,0.000772881886252101
"politics",0.000672875628227031,0.000686691371396274,0.00102411624051722,0.000674711219825066,0.000806837391357749,0.000813723909187191,0.000772765136722455
"data",0.00107666904112161,0.000489522561787443,0.00068612639140904,0.00082719721312197,0.000617753816417626,0.000981960346758833,0.000770255021835081
"deal",0.000769146509313102,0.000845135872071437,0.000823631578468577,0.000896994925517666,0.000557958155966476,0.000638078094831306,0.000768912402244159
"prove",0.000764724172019396,0.000724233258683113,0.000749105866398141,0.00069514748696795,0.000936125305846723,0.000767960111402159,0.000766402287356785
"target",0.000680699763438973,0.000822078649958261,0.00130437490421872,0.00080927617885821,0.000431498414606949,0.000405772340360619,0.000763717048174942
"sad",0.00077084740827222,0.000753793799853853,0.000837976903327206,0.000782551829517515,0.000671489105877105,0.000747475363822192,0.000763366799586006
"political",0.000691245336985504,0.0007756686003202,0.000977231520247551,0.000691689041759154,0.000572503046346485,0.000874742306233901,0.000763133300526716
"push",0.000768806329521279,0.000789562054670447,0.000846374166659086,0.000823738767913174,0.000889662461577248,0.000388774358326178,0.000762607927643312
"kids",0.000816431500376579,0.000818235779606064,0.000567165160874071,0.000658047802000868,0.000848855963566666,0.000901764739211729,0.000761907430465439
"knows",0.000488498181058653,0.000541844719659652,0.000798439788472937,0.000981884035188108,0.000907035525086704,0.000908302424609591,0.000759047066989129
"relevant",0.000427946178114057,0.000618997732115281,0.00104231031106962,0.000892278863869308,0.000785424080520513,0.000823312514437389,0.000758988692224306
"wrote",0.00112871654927062,0.000566675574243073,0.000747006550565171,0.000698605932176745,0.000815321910746088,0.000601031210910089,0.000758229820281612
"lose",0.000793979634116223,0.000877061256535836,0.000980030608024845,0.000504933000484182,0.000689266194119339,0.000665972219195516,0.000755486206334946
"members",0.000951823057522362,0.000727484918211895,0.000651137794192873,0.000944469946111136,0.000633914805728747,0.000537397739704235,0.000754552210097784
"anymore",0.000663010414264147,0.000681074868573834,0.000849873026380703,0.000896994925517666,0.000906631500353926,0.00048466041082815,0.00075250909332899
"die",0.000712336484078565,0.000852821612775829,0.000710268523488195,0.000801101672001056,0.000592300258252609,0.000812416372107619,0.0007522755942697
"exist",0.000650423761966675,0.000544209562953311,0.000698022514462537,0.000631009048550283,0.000785020055787735,0.00137857992756245,0.00075075785038431
"tech",0.000371476332671343,0.000749655324089949,0.000318746120639284,0.00129848897384787,0.000842795592574995,0.000913968418621071,0.000750232477500906
"porn",0.00010851735359172,0.000560467860597218,0.00195691224230023,0.000901396583056134,0.000408873029571378,0.000499043318703446,0.000749064982204453
"thinking",0.00059667535485855,0.000737535502209946,0.000869116754849594,0.000815878665165911,0.000671085081144327,0.000795418390073179,0.000748014236437645
"tb",0.000165327378826257,0.00050459843778452,0.00049158979088715,0.00183706321409033,0.000675529353204886,0.000736579221492423,0.000747372114024596
